,id,SatID,OpportunityStartTime,OpportunityEndTime,StripID,OffNadir,SunInView,EarthInView,MoonInView,NumberOfTileStrips,LOS start longitude,LOS start latitude,Type of target,Tasking type,OrderValidityStart,OrderValidityEnd,AoiID,# of vertices,Area (sq.km),Eclipse,CloudCoverLimit,CloudCover,OffNadirLimit,Priority,geometry,OpportunityStartOffset,OpportunityEndOffset
0,0,FF01,2024-11-14 19:32:16,2024-11-14 19:32:30,Order 1 - Strip 0,4.2,0.0,0.0,0.0,35,-121.4429,58.585,Area,Priority,2024-12-21 00:00:10,2024-12-27 00:00:10,Area 0,72,3336.79,0,50.0,14.935314859514598,20.0,3,"POLYGON ((-122.13267543529179 57.95388964687174, -122.14406360714483 57.932619866251095, -122.15544009819837 57.91134926314502, -122.16680493146056 57.89007783906321, -121.54100892695895 57.79350116937892, -121.52929840865913 57.814730497158244, -121.51757579984415 57.83595893725325, -121.50584107683127 57.85718648802664, -121.49409421587814 57.878413147836746, -121.48233519318228 57.899638915037656, -121.47056398488118 57.920863787979215, -121.45878056705207 57.9420877650071, -121.44698491571162 57.963310844462534, -121.43517700681582 57.98453302468238, -121.42335681625978 58.00575430399896, -121.41152431987774 58.02697468074045, -121.39967949344228 58.04819415323052, -121.38782231266491 58.069412719788524, -121.37595275319528 58.09063037872948, -121.3640707906212 58.1118471283639, -121.35217640046858 58.133062966998054, -121.34026955820099 58.154277892933536, -121.32835015234065 58.1754918910834, -121.31641815813494 58.19670495972764, -121.30447363770853 58.217917110534174, -121.29251656627416 58.23912834178657, -121.28054691898136 58.260338651764, -121.26856467091629 58.28154803874109, -121.25656979710153 58.30275650098812, -121.2445622724961 58.32396403677046, -121.23254207199467 58.345170644349, -121.22050917042803 58.36637632197979, -121.20846354256231 58.387581067914674, -121.1964051630994 58.4087848804005, -121.18433400667604 58.429987757679854, -121.1722500478641 58.4511896979904, -121.16015326117021 58.47239069956532, -121.14804362103575 58.4935907606331, -121.13592110183642 58.514789879417364, -121.1237856778822 58.53598805413678, -121.76194260005998 58.634078636626356, -121.77371724111471 58.612836024101654, -121.78547943304294 58.59159253859864, -121.79722920082087 58.570348181760615, -121.80896656936004 58.54910295522635, -121.82069156350781 58.52785686063012, -121.83240420804727 58.506609899601926, -121.8441045276976 58.48536207376764, -121.85579254711416 58.46411338474875, -121.86746829088881 58.44286383416236, -121.87913178355008 58.42161342362122, -121.89078304956341 58.400362154733884, -121.90242211333141 58.37911002910457, -121.91404899919357 58.35785704833315, -121.92566373142725 58.33660321401531, -121.93726633424716 58.3153485277424, -121.94885683180591 58.29409299110194, -121.96043524819429 58.272836605677064, -121.9720015203697 58.2515793596396, -121.98355567239193 58.23032125457713, -121.9950978152689 58.20906230547137, -122.00662797284545 58.18780251388875, -122.01814616890537 58.16654188139125, -122.02965242717168 58.14528040953716, -122.04114677130659 58.1240180998805, -122.05262922491211 58.10275495397123, -122.06409981152991 58.0814909733552, -122.07555855464177 58.06022615957413, -122.08700547766949 58.038960514165844, -122.09844060397522 58.01769403866388, -122.10986395686179 57.996426734597826, -122.12127555957262 57.97515860349322, -122.13267543529179 57.95388964687174))",111692.0,111706.0
1,1,FF01,2024-11-14 19:32:15,2024-11-14 19:32:32,Order 1 - Strip 1,7.5,0.0,0.0,0.0,47,-120.7778,58.5741,Area,Priority,2024-12-21 00:00:10,2024-12-27 00:00:10,Area 0,96,4480.83,0,50.0,36.10383062084194,20.0,3,"POLYGON ((-121.6031108204468 57.687603966322776, -121.61435443128599 57.6663239987447, -121.6255866451492 57.64504322729572, -121.63680748432675 57.62376165343697, -121.01530197393126 57.527706297966915, -121.00374080940482 57.54894659981676, -120.99216784581088 57.570186034120546, -120.98058306019949 57.59142459929339, -120.96898642956288 57.612662293746205, -120.95737793083588 57.63389911588573, -120.94575754089553 57.65513506411443, -120.93412523656053 57.676370136830826, -120.92248099459158 57.69760433242919, -120.91082479169098 57.718837649299694, -120.89915660450235 57.74007008582823, -120.88747640961064 57.76130164039673, -120.87578418354188 57.782532311382795, -120.86407990276292 57.80376209715993, -120.85236354368149 57.82499099609703, -120.84063508264565 57.846219006559004, -120.82889449594396 57.86744612690636, -120.81714175980505 57.88867235549546, -120.80537685039742 57.9098976906784, -120.79359974382945 57.9311221308029, -120.78181041614911 57.95234567421252, -120.77000884334373 57.97356831924636, -120.75819500134001 57.994790064239155, -120.74636886600359 58.01601090752113, -120.73453032670562 58.037230834093116, -120.72267935909856 58.058449842264096, -120.71081602526695 58.079667943672334, -120.69894030083057 58.10088513663057, -120.68705216134724 58.12210141944739, -120.67515158231268 58.143316790426695, -120.6632385391605 58.16453124786795, -120.65131300726163 58.18574479006596, -120.63937496192425 58.20695741531125, -120.62742437839378 58.228169121889835, -120.61546123185238 58.24937990808312, -120.60348549741897 58.270589772168094, -120.59149715014917 58.29179871241728, -120.57949616503475 58.31300672709854, -120.56748251700358 58.33421381447517, -120.55545618091962 58.35541997280565, -120.54341713158234 58.37662520034409, -120.53136534372693 58.397829495339835, -120.5193007920236 58.419032856037774, -120.50722345107799 58.440235280677975, -120.49513329543042 58.461436767496004, -120.48303029955605 58.482637314722815, -120.47091443786435 58.503836920584426, -120.45878568469952 58.52503558330212, -121.09675614206567 58.6231031969583, -121.10852434783251 58.601860133181226, -121.12028011738558 58.580616197275496, -121.13202347566758 58.55937139088188, -121.14375444755687 58.53812571563703, -121.1554730578676 58.5168791731729, -121.16717933134986 58.49563176511731, -121.17887329268969 58.47438349309405, -121.19055496650967 58.45313435872226, -121.20222437736895 58.431884363616746, -121.2138815497635 58.41063350938816, -121.22552650812611 58.38938179764272, -121.23715927682683 58.368129229982515, -121.2487798801731 58.34687580800509, -121.26038834240988 58.32562153330401, -121.27198468771962 58.30436640746862, -121.28356894022302 58.283110432084236, -121.29514112397894 58.261853608731585, -121.3067012629844 58.240595938987525, -121.31824938117514 58.21933742442458, -121.32978550242555 58.19807806661107, -121.34130965054884 58.176817867111176, -121.3528218492975 58.15555682748493, -121.36432212236323 58.13429494928844, -121.37581040675424 58.11303222072581, -121.38728672613334 58.091768643357696, -121.3987511906644 58.07050423207989, -121.41020382379828 58.04923898843215, -121.42164464892599 58.02797291394993, -121.4330736893789 58.00670601016482, -121.44449096842919 57.98543827860427, -121.45589650928953 57.96416972079191, -121.46729033511384 57.94290033824735, -121.47867246899717 57.921630132486236, -121.4900429339758 57.90035910502015, -121.50140175302768 57.87908725735673, -121.51274894907253 57.85781459099975, -121.52408454497184 57.83654110744881, -121.53540856352936 57.81526680819968, -121.54672102749089 57.79399169474434, -121.55802195954475 57.77271576857094, -121.569311382322 57.75143903116372, -121.58058931839635 57.73016148400299, -121.59185579028461 57.70888312856514, -121.6031108204468 57.687603966322776))",111691.0,111708.0
2,2,FF01,2024-11-14 19:32:13,2024-11-14 19:32:31,Order 1 - Strip 2,10.8,0.0,0.0,0.0,47,-120.1136,58.5652,Area,Priority,2024-12-21 00:00:10,2024-12-27 00:00:10,Area 0,96,4480.83,0,50.0,35.96336421329247,20.0,3,"POLYGON ((-120.93863313762152 57.67870286278603, -120.94987197850217 57.657422558778634, -120.96109943173737 57.63614145151191, -120.97231551959419 57.6148595424455, -120.3509522382233 57.51882143135972, -120.33939600233697 57.54006209562639, -120.32782797696596 57.56130189300879, -120.3162481391842 57.582540821923686, -120.30465646600814 57.60377888078375, -120.29305293439664 57.62501606799745, -120.28143752125095 57.646252381969084, -120.26981020341414 57.667487821098725, -120.25817095767134 57.68872238378254, -120.24651976074914 57.709956068412346, -120.23485658931578 57.7311888733759, -120.22318141998085 57.75242079705676, -120.21149422929497 57.773651837834336, -120.19979499374976 57.794881994083894, -120.18808368977771 57.81611126417615, -120.17636029375187 57.837339646477766, -120.1646247819858 57.85856713935106, -120.15287713073306 57.87979374115409, -120.14111731618736 57.90101945024079, -120.12934531448234 57.92224426496072, -120.11756110169122 57.94346818365923, -120.10576465382665 57.964691204677194, -120.09395594684086 57.98591332635122, -120.08213495662487 58.00713454701338, -120.07030157260414 58.028354851670045, -120.05845577045663 58.049574238632104, -120.04659761226432 58.070792719535795, -120.03472707367284 58.09201029269574, -120.02284413026591 58.113226956422366, -120.01094875756519 58.134442709021506, -119.99904093103036 58.155657548794416, -119.98712062605857 58.176871474037895, -119.97518781798428 58.19808448304425, -119.9632424820791 58.2192965741014, -119.95128459355179 58.24050774549265, -119.93931412754777 58.26171799549688, -119.92733105914903 58.28292732238843, -119.91533536337411 58.30413572443717, -119.90332701517765 58.325343199908325, -119.8913059894504 58.34654974706233, -119.8792722610188 58.36775536415514, -119.86722580464503 58.38896004943811, -119.8551665950265 58.41016380115796, -119.84309460679576 58.43136661755678, -119.83100981452056 58.45256849687199, -119.81891219270324 58.47376943733664, -119.80680171578092 58.49496943717877, -119.79467835812498 58.516168494621475, -120.43249794643293 58.61421752707863, -120.4442609472085 58.592974098298335, -120.45601152221137 58.57172979807618, -120.4677496963574 58.55048462805132, -120.4794754944981 58.529238589858394, -120.4911889414207 58.50799168512764, -120.50289006184843 58.48674391548516, -120.51457888044101 58.46549528255274, -120.52625542179433 58.444245787947814, -120.53791971044103 58.42299543328344, -120.54957177085068 58.40174422016833, -120.56121162742976 58.38049215020707, -120.57283930452222 58.359239224999804, -120.5844548264091 58.337985446142376, -120.59605821730942 58.31673081522658, -120.60764950137973 58.29547533384016, -120.6192287027148 58.27421900356639, -120.63079584534754 58.25296182598451, -120.64235095324946 58.23170380266948, -120.65389405033049 58.21044493519206, -120.66542516043944 58.1891852251189, -120.6769443073642 58.1679246740124, -120.68845151483168 58.14666328343091, -120.69994680650822 58.12540105492887, -120.71143011940566 58.104137976712444, -120.72290147716139 58.082874050340536, -120.73436098988554 58.06160929070341, -120.74580868100412 58.040343699339154, -120.75724457388293 58.019077277781555, -120.76866869182875 57.99781002756052, -120.78008105808877 57.976541950201835, -120.7914816958511 57.955273047227436, -120.80287062824488 57.93400332015532, -120.8142478783407 57.912732770499396, -120.82561346915038 57.89146139976967, -120.83696742362744 57.87018920947204, -120.84830976466729 57.848916201108665, -120.8596405151072 57.82764237617739, -120.87095969772673 57.80636773617254, -120.8822673352476 57.78509228258441, -120.89356345033407 57.763816016899554, -120.90484806559328 57.74253894060054, -120.91612120357503 57.72126105516604, -120.92738288677242 57.699982362070834, -120.93863313762152 57.67870286278603))",111689.0,111707.0
3,3,FF01,2024-11-14 19:32:16,2024-11-14 19:32:29,Order 1 - Strip 3,14.1,0.0,0.0,0.0,35,-119.5948,58.3,Area,Priority,2024-12-21 00:00:10,2024-12-27 00:00:10,Area 0,72,3336.79,0,50.0,5.108797769478985,20.0,3,"POLYGON ((-120.27712343116377 57.66815484767474, -120.28835662468606 57.646874145329164, -120.2995784416072 57.62559264044817, -120.31078890416629 57.60431033448967, -119.68959406867792 57.50829264333396, -119.67804366806425 57.52953373670776, -119.66648148930852 57.55077396398069, -119.6549075095131 57.57201332357131, -119.64332170572294 57.5932518138945, -119.63172405492548 57.61448943336076, -119.62011453405053 57.63572618037648, -119.60849311997002 57.6569620533437, -119.59685978949783 57.67819705066062, -119.58521451938958 57.699431170721105, -119.57355728634255 57.7206644119151, -119.56188806699522 57.7418967726281, -119.55020683792766 57.76312825124168, -119.53851357566059 57.784358846133046, -119.52680825665597 57.80558855567531, -119.51509085731637 57.82681737823698, -119.50336135398472 57.848045312182606, -119.49161972294428 57.869272355872425, -119.47986585445523 57.89049849439896, -119.46809972459072 57.91172372610143, -119.45632139538718 57.93294806258643, -119.44453084288735 57.95417150219698, -119.43272804307331 57.97539404327204, -119.42091297186641 57.99661568414577, -119.40908560512693 58.01783642314805, -119.39724591865414 58.03905625860448, -119.38539388818567 58.060275188836435, -119.37352948939774 58.081493212160645, -119.36165269790476 58.102710326889564, -119.34976348925932 58.123926531331236, -119.3378618389518 58.14514182378935, -119.32594772241033 58.16635620256287, -119.31402111500043 58.18756966594624, -119.30208199202502 58.20878221222966, -119.290130328724 58.229993839698636, -119.27816610027416 58.25120454663434, -119.91151528156959 58.34870419094311, -119.92312478730729 58.327449989536, -119.93472217404015 58.30619493685803, -119.94630746589411 58.28493903449482, -119.95788068693325 58.26368228402761, -119.96944186116004 58.24242468703341, -119.98099101251535 58.221166245085215, -119.99252816487889 58.19990695975173, -120.00405334206927 58.17864683259743, -120.01556656784406 58.15738586518282, -120.0270678659001 58.13612405906414, -120.03855725987384 58.11486141579398, -120.05003477334128 58.093597936920354, -120.06150042981841 58.07233362398741, -120.0729542527612 58.051068478535214, -120.08439626556581 58.02980250209971, -120.09582649156897 58.00853569621278, -120.10724495404776 57.98726806240218, -120.11865159007013 57.965999588906286, -120.13004642288618 57.94473027725775, -120.14142956177642 57.92346014226244, -120.15280102978242 57.90218918543221, -120.16416084988712 57.88091740827512, -120.17550904501519 57.85964481229522, -120.186845638033 57.838371398992464, -120.19817065174946 57.81709716986304, -120.20948410891529 57.79582212639917, -120.2207860322237 57.77454627008941, -120.23207644431074 57.75326960241824, -120.243355367755 57.73199212486633, -120.25462282507813 57.71071383891046, -120.265878838745 57.689434746023565, -120.27712343116377 57.66815484767474))",111692.0,111705.0
4,4,FF01,2024-11-14 19:31:45,2024-11-14 19:32:01,Order 3 - Strip 0,6.1,0.0,0.0,0.0,44,-119.8631,60.4017,Area,Priority,2024-12-21 00:00:10,2024-12-27 00:00:10,Area 0,90,4194.81,0,50.0,43.39103773824288,20.0,3,"POLYGON ((-120.71732131495443 59.584383388892675, -120.72967990699412 59.5631815968845, -120.74202486202942 59.54197885359439, -120.75435620814994 59.52077516087804, -120.10070941215436 59.42076263036385, -120.08799710487517 59.44191871028283, -120.07527070054172 59.463073763311534, -120.06253017029286 59.48422778744077, -120.04977548519106 59.50538078065562, -120.03700661622253 59.52653274093603, -120.02422353429687 59.54768366625613, -120.01142621024701 59.56883355458427, -119.99861461482845 59.58998240388343, -119.98578871871963 59.61113021211099, -119.97294849252107 59.63227697721878, -119.96009390675569 59.65342269715296, -119.94722493186805 59.67456736985412, -119.93434153822454 59.6957109932574, -119.92144369611279 59.716853565291835, -119.90853137574199 59.737995083880826, -119.89560454724165 59.759135546942034, -119.88266318066229 59.780274952387416, -119.86970724597454 59.801413298123165, -119.85673671306925 59.8225505820498, -119.84375155175692 59.843686802062024, -119.83075173176796 59.86482195604886, -119.81773722275173 59.88595604189322, -119.80470780883927 59.90708902915821, -119.79166364482597 59.92822094401055, -119.7786047001176 59.94935178431532, -119.7655309440383 59.97048154793208, -119.75244234583033 59.991610232714265, -119.73933887465331 60.01273783650938, -119.72622049958473 60.033864357159054, -119.71308718961905 60.05498979249892, -119.69993891366775 60.076114140358364, -119.68677564055903 60.09723739856076, -119.67359733903739 60.11835956492327, -119.66040397776342 60.13948063725725, -119.6471955253135 60.16060061336794, -119.6339719501795 60.18171949105427, -119.6207332207687 60.2028372681094, -119.60747930540329 60.22395394232012, -119.59421017232042 60.245069511466916, -119.58092578967138 60.266183973323955, -119.56762612552195 60.28729732565921, -119.55431114785148 60.30840956623459, -119.54098082455302 60.329520692805595, -119.52763512343296 60.350630703121475, -120.19851637891992 60.45281356653833, -120.21145941619272 60.431652468780946, -120.22438759734109 60.41049033903503, -120.2373009537321 60.38932717938119, -120.25019951664716 60.36816299189388, -120.2630833172831 60.34699777864167, -120.2759523867516 60.32583154168738, -120.28880675608013 60.30466428308783, -120.30164645621188 60.28349600489428, -120.31447151800604 60.26232670915184, -120.32728197223827 60.241156397900134, -120.34007784960072 60.2199850731732, -120.3528591807024 60.19881273699934, -120.3656259960697 60.177639391401094, -120.37837832614638 60.15646503839535, -120.39111620129387 60.13528967999327, -120.40383965179181 60.11411331820043, -120.41654870783802 60.09293595501646, -120.42924339954865 60.07175759243575, -120.44192375695889 60.05057823244716, -120.45458981002284 60.02939787703412, -120.46724158861403 60.00821652817423, -120.47987912252555 59.987034187839825, -120.49250225563897 59.96585082963605, -120.5051112035504 59.94466648390424, -120.51770599581351 59.92348115260005, -120.53028666190238 59.90229483767355, -120.54285323121204 59.881107541069746, -120.55540573305862 59.859919264728255, -120.56794419667987 59.83873001058313, -120.58046865123508 59.81753978056316, -120.5929791258057 59.79634857659173, -120.60547564939522 59.77515640058678, -120.61795825092965 59.75396325446105, -120.63042695925776 59.73276914012173, -120.64288180315127 59.711574059471005, -120.65532281130494 59.69037801440602, -120.66775001233705 59.66918100681839, -120.68016343478989 59.647983038594575, -120.69256310712949 59.62678411161584, -120.70494905774605 59.605584227758285, -120.71732131495443 59.584383388892675))",111661.0,111677.0
5,5,FF01,2024-11-14 19:31:43,2024-11-14 19:32:01,Order 3 - Strip 1,9.4,0.0,0.0,0.0,49,-119.1523,60.4096,Area,Priority,2024-12-21 00:00:10,2024-12-27 00:00:10,Area 0,100,4671.5,0,50.0,17.12389701963277,20.0,3,"POLYGON ((-120.06855311889609 59.48623715451909, -120.08084882371237 59.46503097479022, -120.09313102092025 59.44382385232559, -120.10539973826634 59.42261578895721, -119.4535099876472 59.32282264249336, -119.44086255861339 59.343983449634095, -119.42820116513303 59.365143239114445, -119.41552577869412 59.38630200895026, -119.40283637070952 59.40745975715178, -119.39013291251688 59.42861648172406, -119.3774153753784 59.44977218066668, -119.36468373048054 59.47092685197374, -119.35193794893368 59.49208049363403, -119.33917800177201 59.5132331036307, -119.32640385995342 59.5343846799415, -119.31361549435911 59.55553522053842, -119.30081287579311 59.57668472338782, -119.28799597498256 59.597833186450615, -119.27516476257688 59.61898060768215, -119.26231920914778 59.640126985032104, -119.24945928518918 59.661272316444574, -119.23658496111662 59.68241659985816, -119.22369620726738 59.70355983320571, -119.21079299389999 59.724702014414305, -119.19787529119401 59.74584314140496, -119.18494306924967 59.76698321209334, -119.17199629808786 59.78812222438936, -119.15903494764966 59.809260176197114, -119.14605898779598 59.83039706541481, -119.13306829576416 59.85153287580154, -119.12006284115724 59.87266760523032, -119.1070426861059 59.89380126571087, -119.09400780014876 59.9149338551179, -119.0809581527429 59.93606537132047, -119.06789371326397 59.957195812181595, -119.05481445100556 59.97832517555852, -119.0417203351794 59.99945345930252, -119.02861133491464 60.020580661258855, -119.01548741925797 60.041706779267045, -119.00234855717298 60.06283181116041, -118.98919471754043 60.083955754765945, -118.97602586915744 60.105078607904865, -118.96284198073731 60.126200368392084, -118.94964302090939 60.1473210340368, -118.93642895821881 60.168440602641766, -118.92319976112609 60.189559072003874, -118.90995539800693 60.2106764399139, -118.89669583715191 60.231792704156376, -118.88342104676634 60.252907862509254, -118.87013099496993 60.274021912744566, -118.85682564979625 60.29513485262798, -118.84350497919269 60.31624667991901, -118.83016895102027 60.337357392370976, -118.8168175330529 60.35846698773061, -119.48784840048047 60.46066883757807, -119.50079696072261 60.43950812345153, -119.51373065317433 60.418346376562745, -119.52664950923443 60.39718359899439, -119.5395535602161 60.37601979282308, -119.55244283734751 60.354854960119724, -119.5653173717719 60.33368910294918, -119.57817719454795 60.31252222337051, -119.5910223366501 60.29135432343702, -119.60385282896875 60.27018540519611, -119.61666870231056 60.2490154706894, -119.62946998739864 60.22784452195301, -119.64225671487274 60.206672561017484, -119.65502891528989 60.18549958990738, -119.66778661912461 60.16432561064174, -119.6805298567688 60.143150625233815, -119.69325865853243 60.12197463569126, -119.70597305464362 60.10079764401597, -119.71867307524887 60.079619652204194, -119.73135875041343 60.058440662246845, -119.74403011012134 60.0372606761294, -119.75668718427603 60.01607969583165, -119.7693300027006 59.994897723327846, -119.78195859513761 59.97371476058669, -119.79457299124992 59.95253080957136, -119.8071731278486 59.93134585807791, -119.81975903453562 59.91015990807242, -119.83233083354031 59.88897297566817, -119.84488855420828 59.86778506280682, -119.85743222580606 59.8465961714246, -119.86996187752223 59.8254063034521, -119.88247753846701 59.804215460814696, -119.89497923767284 59.783023645432415, -119.90746700409457 59.76183085921994, -119.91994086660954 59.740637104086446, -119.93240085401793 59.719442381936034, -119.94484699504306 59.698246694667645, -119.95727931833174 59.677050044175004, -119.96969785245432 59.65585243234656, -119.982102625905 59.63465386106539, -119.99449366710228 59.61345433220952, -120.00687100438897 59.59225384765173, -120.01923466603239 59.57105240925942, -120.03158468022474 59.549850018895064, -120.04392107508345 59.52864667841618, -120.05624387865117 59.507442389675106, -120.06855311889609 59.48623715451909))",111659.0,111677.0
6,6,FF01,2024-11-14 19:31:40,2024-11-14 19:31:59,Order 3 - Strip 2,12.5,0.0,0.0,0.0,50,-118.4283,60.4395,Area,Priority,2024-12-21 00:00:10,2024-12-27 00:00:10,Area 0,102,4766.83,0,50.0,26.35172360199114,20.0,3,"POLYGON ((-119.3580331600115 59.49509579483684, -119.37033451588981 59.47389000948126, -119.38262235254685 59.45268328062313, -119.3948966977598 59.43147561009648, -118.74284879853325 59.33166273158331, -118.7301955392894 59.35282311383556, -118.71752830369718 59.373982477599206, -118.7048470632133 59.39514082088769, -118.69215178921907 59.4162981417091, -118.6794424530207 59.437454438066396, -118.66671902584879 59.458609707956626, -118.65398147885809 59.479763949371836, -118.64122978312713 59.50091716029833, -118.62846390965836 59.522069338717166, -118.61568382937745 59.54322048260362, -118.60288951313365 59.56437058992724, -118.59008093169878 59.5855196586522, -118.57725805576746 59.60666768673707, -118.56442085595688 59.62781467213481, -118.55156930280603 59.64896061279286, -118.53870336677629 59.670105506652945, -118.52582301825048 59.69124935165134, -118.51292822753304 59.712392145718354, -118.5000189648494 59.733533886778616, -118.48709520034623 59.754674572750936, -118.47415690409053 59.77581420154858, -118.46120404606994 59.79695277107889, -118.44823659619203 59.818090279243656, -118.4352545242844 59.83922672393873, -118.42225780009431 59.86036210305431, -118.40924620803153 59.88149638618482, -118.39621990280891 59.90262959947995, -118.38317885393093 59.92376174081216, -118.37012303082076 59.9448928080478, -118.35705240281993 59.9660227990476, -118.34396693918761 59.98715171166625, -118.33086660910121 60.00827954375257, -118.31775138165544 60.02940629314942, -118.30462122586232 60.05053195769374, -118.29147611065092 60.071656535216206, -118.27831600486691 60.09278002354134, -118.26514087727251 60.11390242048771, -118.2519506965461 60.13502372386804, -118.23874543128176 60.156143931488565, -118.2255250499894 60.17726304114977, -118.21228952109402 60.19838105064597, -118.19903881293592 60.21949795776532, -118.18577289376996 60.24061376028966, -118.17249173176589 60.26172845599446, -118.15919529500738 60.282842042649015, -118.145883551492 60.30395451801645, -118.13255646913113 60.325065879853675, -118.11921401574939 60.34617612591129, -118.10585615908448 60.367285253933616, -118.09248286678687 60.38839326165871, -118.76408578325312 60.4906677301591, -118.77705547633154 60.46950848381496, -118.79001025695696 60.44834820174608, -118.80295015664971 60.427186886043245, -118.81587520684435 60.40602453879149, -118.82878543888961 60.38486116207, -118.84168088404931 60.36369675795203, -118.8545615735021 60.34253132850495, -118.86742753834204 60.32136487579028, -118.88027880957863 60.3001974018638, -118.89311541813738 60.279028908775295, -118.90593739485988 60.25785939856882, -118.91874477050415 60.236688873282674, -118.93153757574464 60.21551733494982, -118.94431584117302 60.194344785597394, -118.95707959729812 60.17317122724663, -118.96982887454637 60.15199666191315, -118.98256370326192 60.13082109160703, -118.9952841137071 60.10964451833261, -119.00799013606246 60.08846694408844, -119.02068180042718 60.067288370867644, -119.03335913681903 60.04610880065801, -119.04602217517542 60.024928235441664, -119.05867094535269 60.003746677195124, -119.07130547712711 59.982564127889525, -119.08392580019478 59.96138058949033, -119.09653175852274 59.940196035620325, -119.10912356742857 59.91901049658991, -119.12170125636963 59.897823974348086, -119.13426485472431 59.876636470838676, -119.14681439179226 59.85544798800018, -119.15934989679452 59.83425852776554, -119.17187139887406 59.81306809206237, -119.18437892709574 59.7918766828129, -119.19687251044675 59.770684301933954, -119.20935217783689 59.74949095133707, -119.2218179580984 59.72829663292851, -119.23426987998681 59.707101348609285, -119.24670797218074 59.68590510027543, -119.25913226328264 59.66470788981745, -119.27154278181835 59.6435097191207, -119.28393955623804 59.6223105900653, -119.296322614916 59.601110504526204, -119.3086919861511 59.57990946437324, -119.32104769816702 59.55870747147077, -119.33338977911228 59.53750452767841, -119.34571825706064 59.51630063485058, -119.3580331600115 59.49509579483684))",111656.0,111675.0
7,7,FF01,2024-11-14 19:31:38,2024-11-14 19:31:57,Order 3 - Strip 3,15.6,0.0,0.0,0.0,50,-117.7147,60.4479,Area,Priority,2024-12-21 00:00:10,2024-12-27 00:00:10,Area 0,102,4766.83,0,50.0,46.07100265959232,20.0,3,"POLYGON ((-118.64476314809535 59.50345736409068, -118.65706984250222 59.48225195128072, -118.66936300671432 59.46104559424363, -118.68164266853813 59.439838294815395, -118.029445414435 59.34000677883449, -118.01678664746505 59.36116675971495, -118.00411389290059 59.38232572132411, -117.99142712216852 59.40348366167329, -117.97872630662073 59.42464057876858, -117.96601141753351 59.4457964706106, -117.95328242610758 59.46695133519448, -117.9405393034677 59.48810517050987, -117.9277820206624 59.509257974541114, -117.91501054866399 59.53040974526696, -117.90222485836784 59.551560480660505, -117.88942492059277 59.572710178689135, -117.87661070608036 59.593858837314706, -117.86378218549444 59.61500645449374, -117.85093932942162 59.63615302817698, -117.83808210837032 59.65729855630954, -117.8252104927709 59.67844303683099, -117.81232445297526 59.69958646767538, -117.79942395925677 59.72072884677079, -117.78650898180989 59.7418701720394, -117.7735794907498 59.76301044139795, -117.76063545611227 59.7841496527573, -117.74767684785333 59.805287804022655, -117.73470363584916 59.82642489309342, -117.72171578989568 59.8475609178633, -117.70871327970829 59.8686958762201, -117.69569588960616 59.889829737748116, -117.68266377432896 59.910962528602475, -117.6696169033492 59.93209424665327, -117.65655524605764 59.953224889764606, -117.64347877176357 59.974354455794995, -117.63038744969403 59.99548294259666, -117.61728124899363 60.01661034801601, -117.60416013872454 60.037736669893675, -117.59102408786624 60.058861906064145, -117.57787306531493 60.079986054355714, -117.56470703988342 60.10110911259053, -117.55152598030071 60.122231078584726, -117.5383298552122 60.14335195014859, -117.52511863317866 60.16447172508616, -117.51189228267673 60.18559040119532, -117.49865077209782 60.20670797626804, -117.48539406974862 60.22782444809007, -117.47212214385054 60.24893981444061, -117.45883496253941 60.27005407309273, -117.44553249386499 60.291167221813346, -117.43221470579086 60.31227925836311, -117.4188815661942 60.333390180496394, -117.40553304286541 60.35449998596137, -117.392169103508 60.375608672499936, -117.37878971573787 60.39671623784759, -118.05055192297704 60.49901093398663, -118.06352750500027 60.477852096624176, -118.07648816211764 60.45669222271104, -118.08943392588374 60.43553131434023, -118.10236482776662 60.414369373599, -118.11528089914901 60.39320640256882, -118.12818217132805 60.372042403325395, -118.14106867551595 60.350877377938396, -118.15394044284014 60.329711328471596, -118.1667975043434 60.30854425698303, -118.17963989098432 60.28737616552489, -118.19246763363753 60.266207056143436, -118.20528076309404 60.245036930879216, -118.21807931006114 60.22386579176735, -118.23086330516323 60.20269364083734, -118.24363277894169 60.18152048011255, -118.25638776185545 60.16034631161099, -118.26912828428095 60.13917113734489, -118.28185437651297 60.11799495932088, -118.29456606876408 60.09681777953961, -118.30726339116549 60.07563959999641, -118.31994637376734 60.05446042268117, -118.33261504653841 60.033280249578375, -118.34526943936687 60.01209908266669, -118.35790958206083 59.99091692391932, -118.3705355043479 59.96973377530398, -118.38314705016711 59.948549610437766, -118.39574443492684 59.92736445964105, -118.40832768811563 59.90617832486509, -118.42089683914314 59.88499120805566, -118.43345191733974 59.86380311115338, -118.44599295195766 59.84261403609343, -118.45851997217069 59.82142398480551, -118.47103300707418 59.8002329592139, -118.48353208568618 59.77904096123768, -118.49601723694686 59.75784799279046, -118.50848848971907 59.73665405578041, -118.5209458727886 59.71545915211066, -118.53338941486432 59.69426328367941, -118.54581914457853 59.67306645237907, -118.55823509048746 59.65186866009725, -118.57063728107093 59.63066990871604, -118.58302574473322 59.609470200112455, -118.5954005098029 59.58826953615826, -118.6077616045332 59.567067918719985, -118.62010905710238 59.54586534965913, -118.6324428956135 59.524661830832194, -118.64476314809535 59.50345736409068))",111654.0,111673.0
