concat_SatID_encodedStripId_TWindex,conflicting_strip_oppr,OpportunityStartTime,OpportunityEndTime,StripID,normalized_GlobalPriority,normalized_local_priority_due_date,normalized_Total_Priority,conflic_strip_flag_named,max_Norm_GP,max_Norm_LPDD,max_Norm_TP,this_flag_norm_GP,this_flag_norm_LLDD,this_flag_norm_TP
FF01_Order 50 - Strip 6_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:36,2024-11-14 13:24:06,Order 50 - Strip 6,1000.0,752.2807943125091,552,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 50 - Strip 7_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:49,2024-11-14 13:24:06,Order 50 - Strip 7,1000.0,752.2807943125091,552,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 50 - Strip 8_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:33,2024-11-14 13:24:05,Order 50 - Strip 8,1000.0,752.2807943125091,553,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 50 - Strip 9_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:32,2024-11-14 13:24:04,Order 50 - Strip 9,1000.0,752.2807943125091,554,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 50 - Strip 10_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:31,2024-11-14 13:23:48,Order 50 - Strip 10,1000.0,752.2807943125091,556,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 50 - Strip 11_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:31,2024-11-14 13:23:47,Order 50 - Strip 11,1000.0,752.2807943125091,564,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 55 - Strip 0_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:24:28,2024-11-14 13:24:45,Order 55 - Strip 0,1000.0,752.2807943125091,559,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 55 - Strip 1_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:24:27,2024-11-14 13:24:44,Order 55 - Strip 1,1000.0,752.2807943125091,701,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 55 - Strip 2_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:24:26,2024-11-14 13:24:43,Order 55 - Strip 2,1000.0,752.2807943125091,559,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 55 - Strip 3_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:24:25,2024-11-14 13:24:42,Order 55 - Strip 3,1000.0,752.2807943125091,555,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 55 - Strip 4_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:24:24,2024-11-14 13:24:41,Order 55 - Strip 4,1000.0,752.2807943125091,553,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 55 - Strip 5_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:24:23,2024-11-14 13:24:40,Order 55 - Strip 5,1000.0,752.2807943125091,552,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 57 - Strip 0_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:58,2024-11-14 13:24:14,Order 57 - Strip 0,1000.0,752.2807943125091,725,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 57 - Strip 1_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:56,2024-11-14 13:24:14,Order 57 - Strip 1,1000.0,752.2807943125091,558,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 57 - Strip 2_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:55,2024-11-14 13:24:13,Order 57 - Strip 2,1000.0,752.2807943125091,555,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 57 - Strip 3_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:55,2024-11-14 13:24:12,Order 57 - Strip 3,1000.0,752.2807943125091,553,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 58 - Strip 0_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 60 - Strip 0_Area 36_1.0']",2024-11-14 13:23:52,2024-11-14 13:24:08,Order 58 - Strip 0,1000.0,752.2807943125091,552,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 60 - Strip 0_Area 36_1.0,"['FF01_Order 49 - Strip 1_Area 36_1.0', 'FF01_Order 49 - Strip 2_Area 36_1.0', 'FF01_Order 49 - Strip 3_Area 36_1.0', 'FF01_Order 50 - Strip 6_Area 36_1.0', 'FF01_Order 50 - Strip 7_Area 36_1.0', 'FF01_Order 50 - Strip 8_Area 36_1.0', 'FF01_Order 50 - Strip 9_Area 36_1.0', 'FF01_Order 50 - Strip 10_Area 36_1.0', 'FF01_Order 50 - Strip 11_Area 36_1.0', 'FF01_Order 55 - Strip 0_Area 36_1.0', 'FF01_Order 55 - Strip 1_Area 36_1.0', 'FF01_Order 55 - Strip 2_Area 36_1.0', 'FF01_Order 55 - Strip 3_Area 36_1.0', 'FF01_Order 55 - Strip 4_Area 36_1.0', 'FF01_Order 55 - Strip 5_Area 36_1.0', 'FF01_Order 57 - Strip 0_Area 36_1.0', 'FF01_Order 57 - Strip 1_Area 36_1.0', 'FF01_Order 57 - Strip 2_Area 36_1.0', 'FF01_Order 57 - Strip 3_Area 36_1.0', 'FF01_Order 58 - Strip 0_Area 36_1.0']",2024-11-14 13:22:53,2024-11-14 13:23:09,Order 60 - Strip 0,1000.0,752.2807943125091,553,FF01_Order 57 - Strip 0_Area 36_1.0,1000.0,752.2807943125091,725,1000.0,752.2807943125091,725
FF01_Order 62 - Strip 0_Area 37_1.0,"['FF01_Order 62 - Strip 1_Area 37_1.0', 'FF01_Order 62 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 0_Area 37_1.0', 'FF01_Order 64 - Strip 1_Area 37_1.0', 'FF01_Order 64 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 3_Area 37_1.0']",2024-11-15 05:26:06,2024-11-15 05:26:22,Order 62 - Strip 0,1000.0,752.2807943125091,553,FF01_Order 64 - Strip 3_Area 37_1.0,1000.0,752.2807943125091,555,1000.0,752.2807943125091,555
FF01_Order 62 - Strip 1_Area 37_1.0,"['FF01_Order 62 - Strip 0_Area 37_1.0', 'FF01_Order 62 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 0_Area 37_1.0', 'FF01_Order 64 - Strip 1_Area 37_1.0', 'FF01_Order 64 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 3_Area 37_1.0']",2024-11-15 05:26:04,2024-11-15 05:26:22,Order 62 - Strip 1,1000.0,752.2807943125091,552,FF01_Order 64 - Strip 3_Area 37_1.0,1000.0,752.2807943125091,555,1000.0,752.2807943125091,555
FF01_Order 62 - Strip 2_Area 37_1.0,"['FF01_Order 62 - Strip 0_Area 37_1.0', 'FF01_Order 62 - Strip 1_Area 37_1.0', 'FF01_Order 64 - Strip 0_Area 37_1.0', 'FF01_Order 64 - Strip 1_Area 37_1.0', 'FF01_Order 64 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 3_Area 37_1.0']",2024-11-15 05:26:03,2024-11-15 05:26:21,Order 62 - Strip 2,1000.0,752.2807943125091,552,FF01_Order 64 - Strip 3_Area 37_1.0,1000.0,752.2807943125091,555,1000.0,752.2807943125091,555
FF01_Order 64 - Strip 0_Area 37_1.0,"['FF01_Order 62 - Strip 0_Area 37_1.0', 'FF01_Order 62 - Strip 1_Area 37_1.0', 'FF01_Order 62 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 1_Area 37_1.0', 'FF01_Order 64 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 3_Area 37_1.0']",2024-11-15 05:25:48,2024-11-15 05:26:04,Order 64 - Strip 0,1000.0,752.2807943125091,552,FF01_Order 64 - Strip 3_Area 37_1.0,1000.0,752.2807943125091,555,1000.0,752.2807943125091,555
FF01_Order 64 - Strip 1_Area 37_1.0,"['FF01_Order 62 - Strip 0_Area 37_1.0', 'FF01_Order 62 - Strip 1_Area 37_1.0', 'FF01_Order 62 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 0_Area 37_1.0', 'FF01_Order 64 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 3_Area 37_1.0']",2024-11-15 05:25:47,2024-11-15 05:26:04,Order 64 - Strip 1,1000.0,752.2807943125091,552,FF01_Order 64 - Strip 3_Area 37_1.0,1000.0,752.2807943125091,555,1000.0,752.2807943125091,555
