concat_SatID_encodedStripId_TWindex,conflicting_strip_oppr,OpportunityStartTime,OpportunityEndTime,StripID,normalized_GlobalPriority,normalized_local_priority_due_date,normalized_Total_Priority,conflic_strip_flag_named,max_Norm_GP,max_Norm_LPDD,max_Norm_TP,this_flag_norm_GP,this_flag_norm_LLDD,this_flag_norm_TP
FF01_Order 64 - Strip 2_Area 37_1.0,"['FF01_Order 62 - Strip 0_Area 37_1.0', 'FF01_Order 62 - Strip 1_Area 37_1.0', 'FF01_Order 62 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 0_Area 37_1.0', 'FF01_Order 64 - Strip 1_Area 37_1.0', 'FF01_Order 64 - Strip 3_Area 37_1.0']",2024-11-15 05:25:46,2024-11-15 05:26:03,Order 64 - Strip 2,1000.0,752.2807943125091,553,FF01_Order 64 - Strip 3_Area 37_1.0,1000.0,752.2807943125091,555,1000.0,752.2807943125091,555
FF01_Order 64 - Strip 3_Area 37_1.0,"['FF01_Order 62 - Strip 0_Area 37_1.0', 'FF01_Order 62 - Strip 1_Area 37_1.0', 'FF01_Order 62 - Strip 2_Area 37_1.0', 'FF01_Order 64 - Strip 0_Area 37_1.0', 'FF01_Order 64 - Strip 1_Area 37_1.0', 'FF01_Order 64 - Strip 2_Area 37_1.0']",2024-11-15 05:25:46,2024-11-15 05:26:02,Order 64 - Strip 3,1000.0,752.2807943125091,555,FF01_Order 64 - Strip 3_Area 37_1.0,1000.0,752.2807943125091,555,1000.0,752.2807943125091,555
FF01_Order 1 - Strip 0_Area 0_1.0,"['FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:32:16,2024-11-14 19:32:30,Order 1 - Strip 0,750.0,908.0010839711589,489,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 1 - Strip 1_Area 0_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 47 - Strip 4_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:32:15,2024-11-14 19:32:32,Order 1 - Strip 1,750.0,908.0010839711589,485,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 1 - Strip 2_Area 0_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 47 - Strip 4_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:32:13,2024-11-14 19:32:31,Order 1 - Strip 2,750.0,908.0010839711589,484,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 1 - Strip 3_Area 0_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:32:16,2024-11-14 19:32:29,Order 1 - Strip 3,750.0,908.0010839711589,485,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 3 - Strip 0_Area 0_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 47 - Strip 4_Area 35_1.0', 'FF01_Order 47 - Strip 5_Area 35_1.0', 'FF01_Order 47 - Strip 6_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:31:45,2024-11-14 19:32:01,Order 3 - Strip 0,750.0,908.0010839711589,486,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 3 - Strip 1_Area 0_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 47 - Strip 4_Area 35_1.0', 'FF01_Order 47 - Strip 5_Area 35_1.0', 'FF01_Order 47 - Strip 6_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:31:43,2024-11-14 19:32:01,Order 3 - Strip 1,750.0,908.0010839711589,485,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 3 - Strip 2_Area 0_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 47 - Strip 4_Area 35_1.0', 'FF01_Order 47 - Strip 5_Area 35_1.0', 'FF01_Order 47 - Strip 6_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:31:40,2024-11-14 19:31:59,Order 3 - Strip 2,750.0,908.0010839711589,484,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 3 - Strip 3_Area 0_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 47 - Strip 4_Area 35_1.0', 'FF01_Order 47 - Strip 5_Area 35_1.0', 'FF01_Order 47 - Strip 6_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:31:38,2024-11-14 19:31:57,Order 3 - Strip 3,750.0,908.0010839711589,483,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 3 - Strip 4_Area 0_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 47 - Strip 0_Area 35_1.0', 'FF01_Order 47 - Strip 1_Area 35_1.0', 'FF01_Order 47 - Strip 2_Area 35_1.0', 'FF01_Order 47 - Strip 3_Area 35_1.0', 'FF01_Order 47 - Strip 4_Area 35_1.0', 'FF01_Order 47 - Strip 5_Area 35_1.0', 'FF01_Order 47 - Strip 6_Area 35_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:31:36,2024-11-14 19:31:54,Order 3 - Strip 4,750.0,908.0010839711589,485,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 67 - Strip 0_Area 6_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:33:48,2024-11-14 19:34:03,Order 67 - Strip 0,1000.0,752.2807943125091,700,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 67 - Strip 1_Area 6_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:33:46,2024-11-14 19:34:04,Order 67 - Strip 1,1000.0,752.2807943125091,559,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 67 - Strip 2_Area 6_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:33:45,2024-11-14 19:34:02,Order 67 - Strip 2,1000.0,752.2807943125091,556,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 67 - Strip 3_Area 6_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:33:45,2024-11-14 19:34:01,Order 67 - Strip 3,1000.0,752.2807943125091,553,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 68 - Strip 1_Area 6_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:33:26,2024-11-14 19:33:44,Order 68 - Strip 1,1000.0,752.2807943125091,552,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 68 - Strip 2_Area 6_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 3_Area 6_1.0']",2024-11-14 19:33:25,2024-11-14 19:33:43,Order 68 - Strip 2,1000.0,752.2807943125091,554,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 68 - Strip 3_Area 6_1.0,"['FF01_Order 1 - Strip 0_Area 0_1.0', 'FF01_Order 1 - Strip 1_Area 0_1.0', 'FF01_Order 1 - Strip 2_Area 0_1.0', 'FF01_Order 1 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 0_Area 0_1.0', 'FF01_Order 3 - Strip 1_Area 0_1.0', 'FF01_Order 3 - Strip 2_Area 0_1.0', 'FF01_Order 3 - Strip 3_Area 0_1.0', 'FF01_Order 3 - Strip 4_Area 0_1.0', 'FF01_Order 67 - Strip 0_Area 6_1.0', 'FF01_Order 67 - Strip 1_Area 6_1.0', 'FF01_Order 67 - Strip 2_Area 6_1.0', 'FF01_Order 67 - Strip 3_Area 6_1.0', 'FF01_Order 68 - Strip 1_Area 6_1.0', 'FF01_Order 68 - Strip 2_Area 6_1.0']",2024-11-14 19:33:27,2024-11-14 19:33:41,Order 68 - Strip 3,1000.0,752.2807943125091,553,FF01_Order 67 - Strip 0_Area 6_1.0,1000.0,908.0010839711589,700,1000.0,752.2807943125091,700
FF01_Order 10 - Strip 0_Area 13_1.0,"['FF01_Order 10 - Strip 1_Area 13_1.0', 'FF01_Order 10 - Strip 2_Area 13_1.0', 'FF01_Order 11 - Strip 0_Area 13_1.0', 'FF01_Order 11 - Strip 1_Area 13_1.0', 'FF01_Order 11 - Strip 2_Area 13_1.0', 'FF01_Order 71 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 1_Area 8_1.0', 'FF01_Order 71 - Strip 2_Area 8_1.0']",2024-11-15 08:50:54,2024-11-15 08:51:10,Order 10 - Strip 0,500.0,1000.0,403,FF01_Order 71 - Strip 1_Area 8_1.0,500.0,1000.0,420,500.0,1000.0,420
FF01_Order 10 - Strip 1_Area 13_1.0,"['FF01_Order 10 - Strip 0_Area 13_1.0', 'FF01_Order 10 - Strip 2_Area 13_1.0', 'FF01_Order 11 - Strip 0_Area 13_1.0', 'FF01_Order 11 - Strip 1_Area 13_1.0', 'FF01_Order 11 - Strip 2_Area 13_1.0', 'FF01_Order 71 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 1_Area 8_1.0', 'FF01_Order 71 - Strip 2_Area 8_1.0']",2024-11-15 08:50:53,2024-11-15 08:51:10,Order 10 - Strip 1,500.0,1000.0,403,FF01_Order 71 - Strip 1_Area 8_1.0,500.0,1000.0,420,500.0,1000.0,420
FF01_Order 10 - Strip 2_Area 13_1.0,"['FF01_Order 10 - Strip 0_Area 13_1.0', 'FF01_Order 10 - Strip 1_Area 13_1.0', 'FF01_Order 11 - Strip 0_Area 13_1.0', 'FF01_Order 11 - Strip 1_Area 13_1.0', 'FF01_Order 11 - Strip 2_Area 13_1.0', 'FF01_Order 71 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 1_Area 8_1.0', 'FF01_Order 71 - Strip 2_Area 8_1.0']",2024-11-15 08:50:51,2024-11-15 08:51:09,Order 10 - Strip 2,500.0,1000.0,402,FF01_Order 71 - Strip 1_Area 8_1.0,500.0,1000.0,420,500.0,1000.0,420
FF01_Order 69 - Strip 0_Area 8_1.0,"['FF01_Order 71 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 1_Area 8_1.0', 'FF01_Order 71 - Strip 2_Area 8_1.0', 'FF01_Order 71 - Strip 3_Area 8_1.0']",2024-11-15 08:54:11,2024-11-15 08:54:27,Order 69 - Strip 0,500.0,1000.0,402,FF01_Order 71 - Strip 1_Area 8_1.0,500.0,1000.0,420,500.0,1000.0,420
FF01_Order 71 - Strip 0_Area 8_1.0,"['FF01_Order 10 - Strip 0_Area 13_1.0', 'FF01_Order 10 - Strip 1_Area 13_1.0', 'FF01_Order 10 - Strip 2_Area 13_1.0', 'FF01_Order 69 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 1_Area 8_1.0', 'FF01_Order 71 - Strip 2_Area 8_1.0', 'FF01_Order 71 - Strip 3_Area 8_1.0']",2024-11-15 08:53:06,2024-11-15 08:53:31,Order 71 - Strip 0,500.0,1000.0,411,FF01_Order 71 - Strip 1_Area 8_1.0,500.0,1000.0,420,500.0,1000.0,420
FF01_Order 71 - Strip 1_Area 8_1.0,"['FF01_Order 10 - Strip 0_Area 13_1.0', 'FF01_Order 10 - Strip 1_Area 13_1.0', 'FF01_Order 10 - Strip 2_Area 13_1.0', 'FF01_Order 69 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 2_Area 8_1.0', 'FF01_Order 71 - Strip 3_Area 8_1.0']",2024-11-15 08:53:05,2024-11-15 08:53:37,Order 71 - Strip 1,500.0,1000.0,420,FF01_Order 71 - Strip 1_Area 8_1.0,500.0,1000.0,420,500.0,1000.0,420
FF01_Order 71 - Strip 2_Area 8_1.0,"['FF01_Order 10 - Strip 0_Area 13_1.0', 'FF01_Order 10 - Strip 1_Area 13_1.0', 'FF01_Order 10 - Strip 2_Area 13_1.0', 'FF01_Order 69 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 1_Area 8_1.0', 'FF01_Order 71 - Strip 3_Area 8_1.0']",2024-11-15 08:53:04,2024-11-15 08:53:36,Order 71 - Strip 2,500.0,1000.0,417,FF01_Order 71 - Strip 1_Area 8_1.0,500.0,1000.0,420,500.0,1000.0,420
FF01_Order 71 - Strip 3_Area 8_1.0,"['FF01_Order 69 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 0_Area 8_1.0', 'FF01_Order 71 - Strip 1_Area 8_1.0', 'FF01_Order 71 - Strip 2_Area 8_1.0']",2024-11-15 08:53:10,2024-11-15 08:53:35,Order 71 - Strip 3,500.0,1000.0,405,FF01_Order 71 - Strip 1_Area 8_1.0,500.0,1000.0,420,500.0,1000.0,420
FF02_Order 4 - Strip 0_Area 0_1.0,"['FF02_Order 4 - Strip 1_Area 0_1.0', 'FF02_Order 4 - Strip 2_Area 0_1.0', 'FF02_Order 4 - Strip 3_Area 0_1.0', 'FF02_Order 5 - Strip 4_Area 0_1.0', 'FF02_Order 5 - Strip 5_Area 0_1.0', 'FF02_Order 5 - Strip 6_Area 0_1.0', 'FF02_Order 7 - Strip 0_Area 0_1.0', 'FF02_Order 7 - Strip 1_Area 0_1.0', 'FF02_Order 7 - Strip 2_Area 0_1.0', 'FF02_Order 7 - Strip 3_Area 0_1.0']",2024-11-14 18:30:02,2024-11-14 18:30:18,Order 4 - Strip 0,750.0,908.0010839711589,484,FF02_Order 4 - Strip 3_Area 0_1.0,750.0,908.0010839711589,525,750.0,908.0010839711589,525
